,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
24148,46,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,1,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
24150,35,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Self-emp-not-inc
24152,21,3908,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
24164,42,15024,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,65,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Self-emp-inc
24188,50,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
24195,29,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,0,Black,Own-child,1,0
24202,29,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,Thailand,Other-service,Asian-Pac-Islander,Not-in-family,1,State-gov
24206,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Married-civ-spouse,United-States,Other-service,White,Wife,0,Private
24211,75,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,0,Widowed,United-States,Prof-specialty,White,Not-in-family,0,Private
24214,20,594,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Other-service,Black,Own-child,1,Private
24219,45,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Self-emp-not-inc
24230,51,15024,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Local-gov
24243,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Other-relative,1,Private
24259,61,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24262,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Never-married,Mexico,Adm-clerical,White,Not-in-family,1,Private
24284,57,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
24307,42,0,2339,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,Trinadad&Tobago,Adm-clerical,Black,Other-relative,0,Private
24315,53,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,52,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
24317,51,7688,0,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,State-gov
24335,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
24336,55,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
24348,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24355,38,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,0,Private
24356,67,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
24364,32,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
24375,18,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
24390,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,State-gov
24392,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Never-married,United-States,Other-service,White,Not-in-family,1,Private
24410,38,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24,0,Never-married,United-States,Other-service,Black,Unmarried,0,Private
24428,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Never-married,United-States,Transport-moving,White,Not-in-family,1,Private
24433,40,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Federal-gov
24445,24,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
24452,33,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Self-emp-not-inc
24456,54,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-not-inc
24471,51,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Federal-gov
24472,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
24479,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Separated,United-States,Craft-repair,White,Not-in-family,1,Private
24504,60,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,State-gov
24507,57,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Widowed,United-States,Adm-clerical,White,Not-in-family,0,Private
24517,22,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,Mexico,Adm-clerical,White,Unmarried,0,Private
24530,60,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24537,50,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,65,0,Divorced,United-States,Sales,White,Unmarried,0,Private
24562,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35,0,Never-married,United-States,Tech-support,White,Own-child,0,Private
24565,49,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,State-gov
24583,45,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,Canada,Machine-op-inspct,White,Unmarried,0,Private
24585,29,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Other-service,Black,Own-child,0,State-gov
24588,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25,0,Divorced,United-States,Sales,White,Unmarried,0,Private
24601,57,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Federal-gov
24603,35,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
24612,22,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Never-married,United-States,Farming-fishing,White,Not-in-family,1,Private
24623,23,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
24631,48,0,0,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,65,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,State-gov
24635,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,42,0,Divorced,United-States,Adm-clerical,Black,Not-in-family,1,Private
24652,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Divorced,United-States,Sales,White,Not-in-family,1,Private
24664,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Never-married,United-States,Machine-op-inspct,White,Own-child,1,Private
24665,37,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Local-gov
24668,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Local-gov
24670,35,3942,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Private
24684,40,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Widowed,United-States,Exec-managerial,White,Unmarried,0,Private
24696,46,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,43,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
24706,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
24709,48,3103,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,46,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
24712,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37,0,Divorced,United-States,Sales,White,Unmarried,0,Private
24724,32,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
24729,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24737,67,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
24740,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24755,26,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Mexico,Craft-repair,White,Not-in-family,1,Private
24759,59,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Self-emp-not-inc
24766,47,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25,0,Divorced,Germany,Other-service,White,Not-in-family,0,Private
24775,45,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Self-emp-not-inc
24784,18,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Sales,White,Own-child,0,Self-emp-not-inc
24808,33,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Transport-moving,White,Other-relative,1,Private
24809,28,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,0,White,Unmarried,0,0
24833,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Never-married,United-States,Protective-serv,White,Not-in-family,1,Private
24849,45,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,1,Federal-gov
24897,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
24908,40,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Local-gov
24912,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,United-States,Adm-clerical,White,Unmarried,1,Private
24962,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Never-married,United-States,Adm-clerical,Black,Own-child,0,Private
24976,25,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Tech-support,White,Husband,1,Private
24978,48,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Exec-managerial,White,Not-in-family,1,Private
24985,35,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
24987,57,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Craft-repair,White,Not-in-family,0,State-gov
24988,43,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Tech-support,Asian-Pac-Islander,Husband,1,Private
24990,54,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
25003,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
25015,44,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Divorced,United-States,Other-service,Black,Unmarried,0,Private
25028,30,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Craft-repair,Other,Husband,1,Private
25030,43,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Sales,Amer-Indian-Eskimo,Husband,1,Private
25034,33,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,0,White,Unmarried,0,0
25038,27,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
25073,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Prof-specialty,White,Unmarried,0,Private
25088,29,7688,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
25093,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
25106,51,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Local-gov
25108,44,7298,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
25114,26,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
25117,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,1,Private
25119,37,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
25121,37,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Never-married,United-States,Exec-managerial,White,Not-in-family,0,Private
25130,29,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,80,0,Married-AF-spouse,United-States,Transport-moving,White,Husband,1,Private
25140,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Protective-serv,Asian-Pac-Islander,Other-relative,1,State-gov
25175,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,80,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-inc
25192,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Own-child,0,Private
25209,41,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
25222,44,7688,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
25228,18,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,38,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
25232,23,4101,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Transport-moving,White,Not-in-family,1,Private
25255,38,15024,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,0,Private
25256,58,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Widowed,United-States,Exec-managerial,White,Unmarried,0,Private
25267,26,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
25290,51,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80,1,Divorced,United-States,Prof-specialty,White,Not-in-family,1,Self-emp-not-inc
25296,56,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,0,Exec-managerial,White,Husband,1,Self-emp-inc
25309,42,0,1741,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Divorced,United-States,Exec-managerial,White,Not-in-family,0,Private
25315,64,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Self-emp-not-inc
25316,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,1,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
25319,60,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,1,Widowed,United-States,Exec-managerial,Asian-Pac-Islander,Unmarried,0,Private
25320,32,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
25324,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Other-service,White,Wife,0,Private
25335,46,0,1977,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
25355,46,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Divorced,United-States,Prof-specialty,White,Not-in-family,1,Federal-gov
25367,23,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
25370,20,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Married-civ-spouse,Puerto-Rico,Protective-serv,Black,Husband,1,Local-gov
25381,45,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
25388,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15,0,Never-married,United-States,Transport-moving,White,Own-child,0,Private
25399,40,0,1902,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,32,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
25401,48,3325,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Divorced,United-States,Sales,White,Not-in-family,0,Self-emp-not-inc
25403,42,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Transport-moving,Black,Husband,1,Private
25404,59,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
25442,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Local-gov
25448,29,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,1,Private
25472,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,36,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
25497,26,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,32,0,Never-married,United-States,Adm-clerical,White,Unmarried,0,Private
25499,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Local-gov
25502,17,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Other-service,Black,Own-child,0,Private
25521,34,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Exec-managerial,White,Own-child,1,Private
25528,54,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,Jamaica,Sales,Black,Husband,1,Self-emp-inc
25544,55,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,1,Private
25547,34,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Craft-repair,White,Husband,1,Private
25556,25,2597,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Other-service,White,Not-in-family,0,State-gov
25559,33,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Machine-op-inspct,White,Not-in-family,1,Private
25567,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Never-married,United-States,Priv-house-serv,White,Not-in-family,0,Private
25575,47,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
25580,48,0,2001,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,United-States,Adm-clerical,White,Not-in-family,0,Private
25588,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,0,White,Own-child,1,0
25590,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,0,Never-married,United-States,Tech-support,White,Own-child,1,State-gov
25591,52,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,0,Separated,United-States,Other-service,Black,Not-in-family,0,Private
25592,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
25594,28,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Nicaragua,Machine-op-inspct,White,Unmarried,0,Private
25610,57,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Self-emp-not-inc
25623,58,15024,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-not-inc
25653,45,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,38,0,Never-married,United-States,Sales,White,Not-in-family,0,Private
25668,69,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-not-inc
25669,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25,0,Never-married,United-States,0,White,Own-child,1,0
25722,50,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Private
25731,73,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
25734,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,48,0,Never-married,United-States,Sales,White,Not-in-family,1,Private
25735,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,Vietnam,Machine-op-inspct,White,Other-relative,1,Private
25738,39,13550,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
25748,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Never-married,United-States,0,White,Own-child,1,0
25762,60,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
25767,22,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,0,Never-married,United-States,Sales,White,Unmarried,0,Private
25769,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Sales,White,Unmarried,1,Private
25777,67,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
25797,28,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
25819,63,0,2179,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Married-civ-spouse,United-States,0,White,Husband,1,0
25826,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,Mexico,0,White,Own-child,0,0
25831,31,0,1977,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,99,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
25832,46,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Widowed,United-States,Other-service,White,Other-relative,0,Self-emp-not-inc
25842,37,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,Black,Not-in-family,0,Private
25851,38,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
25881,50,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Self-emp-inc
